40	-4	52
28	-4	52
24	-2	64
58	-32	24
60	-22	22
62	-26	38
52	4	40
40	6	-16
40	8	-2
40	-10	-4
40	-2	6
38	8	10
48	4	4
54	12	12
8	2	42
12	-18	42
12	-34	42
6	10	58
10	-44	54
10	-32	50
6	-2	66
16	6	70
62	-38	36
50	40	6
42	46	14
26	54	24
32	44	28
34	22	-8
36	22	4
8	34	24
8	18	36
14	24	-20
22	22	-20
8	46	-24
20	42	-18
4	22	-20
10	62	-14
28	-2	-40
48	-6	-40
36	18	-38
40	-14	-32
28	12	-30
50	-28	-26
36	-70	46
54	-32	52
46	-44	46
36	-44	44
24	10	58
50	30	18
48	18	24
48	28	28
48	8	24
38	10	34
4	2	30
62	-28	-20
64	-42	-10
56	-46	32
54	-52	44
56	-40	48
42	-56	48
38	34	38
44	18	44
42	6	50
34	16	56
36	38	-14
28	54	-14
42	50	-6
28	60	2
4	28	48
16	-64	28
14	-72	40
6	-64	44
8	-50	44
8	-72	52
8	-44	20
6	-28	28
60	-8	-24
54	-54	26
48	-64	42
26	34	38
24	26	50
6	-52	24
4	-64	32
6	-38	34
4	-20	36
10	-52	36
6	42	-10
10	66	0
8	42	4
8	54	12
18	64	16
6	26	18
64	-24	-8
64	-38	0
50	8	-32
6	58	30
16	52	36
4	44	40
14	38	52
12	20	62
34	22	-18
48	32	-8
54	24	6
48	-64	22
46	-76	30
14	-46	4
12	-56	16
22	-18	-28
30	-30	-18
48	16	-20
54	-4	-14
48	-20	-8
62	-18	0
50	-34	2
60	-46	6
52	-40	12
64	-34	10
54	-46	20
62	-40	22
20	-12	-22
22	-18	-16
8	-14	4
6	-6	2
30	-14	-20
30	-28	-10
24	-38	-2
10	-24	2
18	-22	4
10	-10	12
10	-24	12
16	-20	12
22	12	-6
26	6	2
30	-12	0
28	-2	6
10	12	4
16	18	8
14	6	16
16	-2	20
28	-2	-22
22	-6	-16
16	-30	2
12	10	-6
14	18	-2
24	-8	-2
18	0	-2
-18	-12	-22
-20	-18	-16
-6	-14	4
-4	-6	2
-28	-14	-20
-28	-28	-10
-22	-38	-2
-8	-24	2
-16	-22	4
-8	-10	12
-8	-24	12
-14	-20	12
-20	12	-6
-24	6	2
-28	-12	0
-26	-2	6
-8	12	4
-14	18	8
-12	6	16
-14	-2	20
-26	-2	-22
-20	-6	-16
-14	-30	2
-10	10	-6
-12	18	-2
-22	-8	-2
-16	0	-2
